#TFM v1.0.8 by tritical
field = bottom
# crc32 = 6838d2be
1642 p - [7]
1643 l + [256]
1644 c - [13]
1645 l + [256]
1646 l + [256]
1647 p - [16]
1648 l + [256]
1649 c - [14]
1650 l + [256]
1651 p + [256]
1652 p - [11]
1653 p + [256]
1654 c - [10]
1655 p + [256]
1656 p + [256]
1657 p - [10]
1658 p + [256]
1659 c - [24]
1660 p + [256]
1661 l + [256]
1662 p - [13]
1663 p + [256]
1664 c - [5]
1665 l + [256]
1666 p + [256]
1667 p - [16]
1668 l + [256]
1669 c - [9]
1670 l + [256]
1671 p + [256]
1672 p - [78]
1673 l + [256]
1674 c - [16]
1675 c - [28]
1676 c - [6]
1677 p - [13]
1678 c - [7]
1679 c - [13]
1680 c - [19]
1681 p - [16]
1682 l + [96]
1683 l + [96]
1684 c - [7]
1685 c - [10]
1686 c - [11]
1687 c - [26]
1688 p - [17]
1689 c - [11]
1690 c - [10]
1691 p - [12]
1692 p - [9]
1693 c - [6]
1694 c - [5]
1695 c - [10]
1696 c - [80]
1697 c - [8]
1698 p - [18]
1699 c - [5]
1700 l + [87]
1701 p - [20]
1702 c - [5]
1703 c - [7]
1704 c - [10]
1705 c - [4]
1706 c - [11]
1707 p - [14]
1708 c - [13]
1709 c - [10]
1710 c - [9]
1711 p - [29]
1712 c - [23]
1713 c - [23]
1714 c - [23]
1715 c - [31]
1716 c - [80]
1717 c - [32]
1718 c - [17]
1719 l + [256]
1720 p - [32]
1721 c - [16]
1722 p + [256]
1723 c - [13]
1724 p - [40]
1725 p - [11]
1726 p - [52]
1727 l + [248]
1728 c - [16]
1729 p + [256]
1730 u - [14]
1731 c - [10]
1732 c - [15]
1733 u - [8]
1734 p - [8]
1735 p - [8]
1736 c - [19]
1737 c - [47]
1738 c - [6]
1739 p - [6]
1740 p - [17]
1741 c - [18]
1742 c - [6]
1743 c - [6]
1744 p - [6]
1745 p - [7]
1746 c - [6]
1747 c - [6]
1748 c - [7]
1749 p - [9]
1750 p - [7]
1751 c - [8]
1752 c - [9]
1753 c - [1]
1754 p - [3]
1755 p - [11]
1756 c - [8]
1757 c - [10]
1758 c - [8]
1759 p - [13]
1760 p - [12]
1761 c - [6]
1762 c - [12]
1763 c - [12]
1764 p - [12]
1765 p - [13]
1766 c - [29]
1767 c - [17]
1768 c - [18]
1769 p - [14]
1770 p - [14]
1771 c - [13]
1772 c - [19]
1773 c - [46]
1774 p - [14]
1775 c - [21]
1776 c - [14]
1777 c - [13]
1778 c - [12]
1779 p - [15]
1780 p - [11]
1781 p - [19]
1782 c - [12]
1783 c - [14]
1784 p - [19]
1785 p - [15]
1786 c - [14]
1787 c - [12]
1788 c - [14]
1789 p - [14]
1790 p - [12]
1791 c - [17]
1792 c - [17]
1793 c - [16]
1794 p - [12]
1795 p - [14]
1796 c - [12]
1797 c - [19]
1798 c - [14]
1799 p - [17]
1800 p - [12]
1801 c - [13]
1802 c - [14]
1803 c - [18]
1804 p - [20]
1805 p - [13]
1806 c - [14]
1807 c - [24]
1808 c - [13]
1809 p - [13]
1810 p - [24]
1811 c - [13]
1812 c - [15]
1813 c - [13]
1814 p - [13]
1815 p - [14]
1816 c - [17]
1817 c - [16]
1818 c - [15]
1819 p - [14]
1820 p - [26]
1821 c - [15]
1822 c - [15]
1823 c - [14]
1824 p - [24]
1825 p - [15]
1826 c - [15]
1827 c - [13]
1828 c - [16]
1829 p - [20]
1830 p - [13]
1831 p - [34]
1832 c - [23]
1833 c - [10]
1834 p + [86]
1835 p - [25]
1836 c - [12]
1837 c - [11]
1838 c - [30]
1839 p - [14]
1840 p - [76]
1841 c - [18]
1842 c - [32]
1843 c - [26]
1844 p - [29]
1845 p + [171]
1846 c - [11]
1847 c - [10]
1848 c - [12]
1849 p - [20]
1850 p - [15]
1851 c - [23]
1852 c - [12]
1853 l + [96]
1854 p - [11]
1855 p - [27]
1856 p - [13]
1857 c - [12]
1858 c - [49]
1859 p - [12]
1860 p - [15]
1861 c - [12]
1862 c - [15]
1863 c - [12]
1864 p - [12]
1865 p - [13]
1866 c - [21]
1867 c - [24]
1868 c - [14]
1869 p - [16]
1870 p - [13]
1871 c - [18]
1872 c - [11]
1873 c - [14]
1874 p - [15]
1875 p - [13]
1876 c - [18]
1877 c - [13]
1878 l + [88]
1879 p - [14]
1880 p - [27]
1881 c - [14]
1882 c - [68]
1883 c - [14]
1884 p - [16]
1885 p - [14]
1886 c - [17]
1887 c - [15]
1888 c - [13]
1889 p - [16]
1890 p - [18]
1891 c - [11]
1892 c - [14]
1893 c - [19]
1894 p - [30]
1895 p - [14]
1896 c - [7]
1897 c - [80]
1898 c - [7]
1899 c - [8]
1900 c - [4]
1901 p - [2]
1902 p - [8]
1903 c - [6]
1904 c - [9]
1905 c - [2]
1906 p - [12]
1907 p - [8]
1908 c - [80]
1909 c - [26]
1910 u - [6]
1911 p - [6]
1912 p - [9]
1913 c - [7]
1914 c - [3]
1915 c - [2]
1916 p - [11]
1917 p - [19]
1918 c - [22]
1919 c - [7]
1920 c - [9]
1921 p - [10]
1922 p - [3]
1923 c - [18]
1924 c - [7]
1925 c - [10]
1926 p - [14]
1927 p - [58]
1928 l + [110]
1929 c - [14]
1930 c - [10]
1931 p - [17]
1932 p - [14]
1933 c - [13]
1934 c - [6]
1935 c - [4]
1936 p - [4]
1937 p - [7]
1938 c - [7]
1939 c - [72]
1940 c - [13]
1941 p - [80]
1942 u - [17]
1943 c - [30]
1944 c - [3]
1945 c - [10]
1946 p - [10]
1947 p - [5]
1948 c - [80]
1949 c - [7]
1950 c - [12]
1951 p - [10]
1952 p - [76]
1953 c - [20]
1954 c - [22]
1955 c - [5]
1956 p - [16]
1957 p - [51]
1958 c - [15]
1959 c - [7]
1960 c - [10]
1961 p - [80]
1962 p + [84]
1963 c - [29]
1964 c - [21]
1965 c - [6]
1966 p - [13]
1967 p - [15]
1968 c - [8]
1969 c - [16]
1970 c - [10]
1971 p - [7]
1972 p - [16]
1973 c - [21]
1974 c - [4]
1975 c - [16]
1976 p - [25]
1977 p - [31]
1978 c - [9]
1979 c - [19]
1980 c - [26]
1981 p - [18]
1982 p - [45]
1983 l + [88]
1984 l + [90]
1985 u - [12]
1986 p - [12]
1987 p - [6]
1988 c - [9]
1989 c - [21]
1990 l + [91]
1991 p - [17]
1992 p - [10]
1993 c - [6]
1994 c - [80]
1995 c - [16]
1996 p - [80]
1997 p - [23]
1998 p - [9]
1999 c - [14]
2000 c - [18]
2001 p - [10]
2002 p - [71]
2003 c - [7]
2004 l + [87]
2005 c - [10]
2006 p - [10]
2007 p - [10]
2008 c - [11]
2009 l + [85]
2010 c - [13]
2011 p - [29]
2012 p - [29]
2013 c - [10]
2014 c - [18]
2015 u - [20]
2016 p - [20]
2017 u - [11]
2018 c - [16]
2019 l + [81]
2020 l + [94]
2021 p - [7]
2022 p - [75]
2023 c - [12]
2024 c - [4]
2025 c - [18]
2026 p - [12]
2027 p + [89]
2028 l + [90]
2029 c - [17]
2030 u - [10]
2031 p - [10]
2032 p - [53]
2033 p - [9]
2034 c - [7]
2035 c - [8]
2036 p - [13]
2037 p - [7]
2038 c - [21]
2039 c - [8]
2040 c - [12]
2041 p - [10]
2042 p - [8]
2043 c - [11]
2044 c - [13]
2045 c - [11]
2046 p + [87]
2047 p - [14]
2048 c - [18]
2049 c - [11]
2050 c - [26]
2051 p - [26]
2052 p + [86]
2053 l + [86]
2054 c - [80]
2055 c - [11]
2056 p - [16]
2057 p - [12]
2058 c - [10]
2059 c - [47]
2060 c - [9]
2061 p - [17]
2062 p - [45]
2063 c - [17]
2064 c - [8]
2065 c - [11]
2066 p - [11]
2067 p - [8]
2068 c - [12]
2069 c - [13]
2070 c - [8]
2071 p + [83]
2072 p - [12]
2073 c - [18]
2074 c - [15]
2075 c - [9]
2076 p - [8]
2077 p - [16]
2078 c - [11]
2079 c - [10]
2080 l + [96]
2081 p - [10]
2082 p - [16]
2083 c - [8]
2084 c - [11]
2085 c - [14]
2086 p - [12]
2087 p - [12]
2088 c - [9]
2089 c - [15]
2090 c - [19]
2091 p - [14]
2092 p - [13]
2093 c - [30]
2094 c - [12]
2095 c - [23]
2096 c - [11]
2097 u - [7]
2098 p - [7]
2099 p - [13]
2100 c - [20]
2101 c - [13]
2102 c - [80]
2103 u - [23]
2104 p - [23]
2105 c - [9]
2106 c - [21]
2107 c - [16]
2108 p - [21]
2109 p - [16]
2110 c - [17]
2111 c - [11]
2112 c - [14]
2113 p - [9]
2114 u - [9]
2115 c - [21]
2116 l + [89]
2117 c - [24]
2118 p - [19]
2119 p - [24]
2120 c - [16]
2121 c - [28]
2122 c - [33]
2123 p - [35]
2124 p - [34]
2125 c - [13]
2126 c - [25]
2127 c - [17]
2128 p - [20]
2129 p - [20]
2130 c - [22]
2131 c - [28]
2132 c - [27]
2133 p - [27]
2134 p - [15]
2135 c - [12]
2136 c - [16]
2137 c - [17]
2138 p - [7]
2139 p - [7]
2140 c - [16]
2141 c - [9]
2142 c - [27]
2143 p - [9]
2144 p - [19]
2145 p + [87]
2146 c - [80]
2147 u - [14]
2148 p - [14]
2149 p - [13]
2150 c - [12]
2151 c - [18]
2152 c - [16]
2153 p - [26]
2154 p - [25]
2155 c - [7]
2156 c - [9]
2157 c - [10]
2158 p - [12]
2159 p - [9]
2160 l + [91]
2161 c - [9]
2162 c - [20]
2163 p - [21]
2164 p - [11]
2165 c - [12]
2166 c - [22]
2167 c - [16]
2168 p - [14]
2169 p - [10]
2170 c - [13]
2171 l + [84]
2172 l + [98]
2173 p + [87]
2174 u - [15]
2175 c - [14]
2176 c - [10]
2177 c - [13]
2178 p - [14]
2179 p - [9]
2180 c - [13]
2181 c - [10]
2182 c - [13]
2183 p - [27]
2184 p - [12]
2185 c - [80]
2186 c - [13]
2187 c - [10]
2188 p - [17]
2189 p - [11]
2190 c - [12]
2191 c - [10]
2192 c - [80]
2193 p - [11]
2194 p - [80]
2195 c - [10]
2196 l + [82]
2197 c - [12]
2198 p - [80]
2199 p - [15]
2200 c - [80]
2201 c - [12]
2202 c - [80]
2203 p + [86]
2204 p - [80]
2205 c - [10]
2206 c - [18]
2207 c - [13]
2208 p + [90]
2209 u - [11]
2210 c - [12]
2211 c - [6]
2212 c - [11]
2213 p - [11]
2214 p - [6]
2215 l + [81]
2216 l + [96]
2217 c - [6]
2218 p - [27]
2219 p - [12]
2220 c - [23]
2221 c - [23]
2222 c - [19]
2223 p - [12]
2224 p + [96]
2225 l + [96]
2226 c - [14]
2227 c - [33]
2228 p - [31]
2229 p - [13]
2230 c - [20]
2231 c - [32]
2232 c - [10]
2233 p - [19]
2234 p - [28]
2235 c - [31]
2236 c - [37]
2237 c - [6]
2238 p - [12]
2239 c - [11]
2240 c - [14]
2241 c - [16]
2242 c - [9]
2243 p - [13]
2244 p - [20]
2245 c - [38]
2246 c - [10]
2247 c - [80]
2248 p - [11]
2249 p - [10]
2250 c - [15]
2251 c - [14]
2252 u - [15]
2253 p - [15]
2254 c - [6]
2255 l + [256]
2256 p - [12]
2257 c - [10]
2258 l + [256]
2259 p - [14]
2260 l + [256]
2261 p - [11]
2262 l + [256]
2263 p - [11]
2264 c - [11]
2265 p + [256]
2266 p - [20]
2267 c - [11]
2268 u - [20]
2269 p - [20]
2270 u - [9]
2271 p - [9]
2272 l + [256]
2273 p - [7]
2274 c - [80]
2275 p + [256]
2276 p - [19]
2277 l + [91]
2278 u - [43]
2279 p - [43]
2280 u - [25]
2281 p - [25]
2282 u - [22]
2283 p - [22]
2284 c - [11]
2285 u - [22]
2286 p - [22]
2287 c - [5]
2288 l + [256]
2289 p - [25]
2290 p + [256]
2291 p - [7]
2292 u - [19]
2293 p - [19]
2294 c - [20]
2295 u - [26]
2296 p - [26]
2297 c - [38]
2298 p + [256]
2299 p - [19]
2300 l + [256]
2301 p - [20]
2302 l + [256]
2303 p - [16]
2304 c - [18]
2305 l + [256]
2306 p - [16]
2307 c - [21]
2308 l + [256]
2309 c - [16]
2310 p - [27]
2311 p - [18]
2312 p - [16]
2313 p - [16]
2314 p - [16]
2315 p - [27]
2316 c - [76]
2317 u - [48]
2318 c - [45]
2319 c - [16]
2320 c - [16]
2321 c - [74]
2322 c - [16]
2323 p - [80]
2324 u - [16]
2325 p - [16]
2326 p - [16]
2327 p - [16]
2328 u - [39]
2329 p - [39]
2330 p - [15]
2331 c - [23]
2332 u - [16]
2333 c - [17]
2334 c - [20]
2335 c - [16]
2336 c - [16]
2337 c - [16]
2338 c - [16]
2339 c - [20]
2340 p - [20]
2341 c - [16]
2342 p - [16]
2343 p - [20]
2344 p - [16]
2345 p - [17]
2346 c - [16]
2347 l + [256]
2348 c - [16]
2349 c - [16]
2350 c - [16]
2351 c - [17]
2352 c - [16]
2353 c - [16]
2354 c - [16]
2355 p - [17]
2356 c - [16]
2357 p - [16]
2358 p - [16]
2359 p - [28]
2360 p - [16]
2361 p - [17]
2362 p - [19]
2363 c - [16]
2364 l + [256]
2365 c - [18]
2366 c - [23]
2367 c - [16]
2368 c - [16]
2369 c - [17]
2370 p - [16]
2371 c - [16]
2372 p - [16]
2373 u - [17]
2374 p - [17]
2375 p - [16]
2376 p - [16]
2377 p - [16]
2378 c - [32]
2379 u - [21]
2380 c - [16]
2381 c - [16]
2382 c - [16]
2383 c - [16]
2384 c - [41]
2385 c - [16]
2386 c - [16]
2387 p - [16]
2388 c - [16]
2389 p - [16]
2390 p - [16]
2391 p - [16]
2392 p - [16]
2393 c - [16]
2394 l + [256]
2395 c - [16]
2396 c - [16]
2397 c - [16]
2398 c - [16]
2399 c - [16]
2400 c - [16]
2401 c - [16]
2402 p - [16]
2403 p - [16]
2404 c - [18]
2405 c - [16]
2406 c - [16]
2407 p - [19]
2408 p - [16]
2409 c - [30]
2410 c - [16]
2411 c - [20]
2412 p - [16]
2413 p - [18]
2414 c - [33]
2415 c - [17]
2416 c - [16]
2417 u - [16]
2418 p - [16]
2419 c - [21]
2420 c - [14]
2421 c - [20]
2422 p - [17]
2423 u - [19]
2424 c - [19]
2425 c - [19]
2426 c - [14]
2427 p - [26]
2428 p - [37]
2429 c - [16]
2430 c - [21]
2431 c - [20]
2432 p - [33]
2433 p - [25]
2434 c - [10]
2435 c - [29]
2436 c - [9]
2437 p - [23]
2438 p - [6]
2439 c - [14]
2440 c - [10]
2441 c - [7]
2442 p + [84]
2443 p - [10]
2444 c - [4]
2445 c - [6]
2446 c - [7]
2447 p - [10]
2448 p - [8]
2449 c - [6]
2450 c - [11]
2451 c - [5]
2452 p - [6]
2453 p - [12]
2454 c - [8]
2455 c - [7]
2456 c - [10]
2457 p - [5]
2458 p - [7]
2459 c - [9]
2460 l + [87]
2461 l + [96]
2462 p - [7]
2463 p - [9]
2464 c - [3]
2465 c - [4]
2466 c - [8]
2467 p + [96]
2468 p - [6]
2469 c - [10]
2470 c - [5]
2471 c - [5]
2472 p - [8]
2473 p - [11]
2474 l + [86]
2475 c - [10]
2476 c - [3]
2477 p - [5]
2478 p - [4]
2479 c - [4]
2480 c - [6]
2481 c - [7]
2482 p - [8]
2483 p - [20]
2484 c - [20]
2485 c - [7]
2486 c - [9]
2487 p - [9]
2488 p - [9]
2489 c - [6]
2490 c - [8]
2491 c - [9]
2492 p - [12]
2493 p - [13]
2494 c - [7]
2495 c - [14]
2496 c - [10]
2497 p - [19]
2498 p - [8]
2499 c - [11]
2500 c - [8]
2501 c - [8]
2502 p - [20]
2503 p - [41]
2504 c - [10]
2505 c - [8]
2506 c - [15]
2507 p - [10]
2508 p - [9]
2509 c - [8]
2510 c - [9]
2511 c - [9]
2512 p - [10]
2513 p - [9]
2514 p - [8]
2515 c - [78]
2516 c - [80]
2517 p - [80]
2518 p - [7]
2519 c - [7]
2520 c - [18]
2521 l + [93]
2522 p - [9]
2523 p - [8]
2524 c - [9]
2525 c - [11]
2526 c - [17]
2527 p - [10]
2528 p - [7]
2529 c - [16]
2530 c - [11]
2531 c - [23]
2532 p - [10]
2533 p - [6]
2534 c - [7]
2535 c - [8]
2536 c - [12]
2537 p - [19]
2538 u - [41]
2539 c - [28]
2540 c - [6]
2541 c - [9]
2542 p - [8]
2543 p - [13]
2544 c - [10]
2545 c - [10]
2546 c - [26]
2547 p - [35]
2548 p - [33]
2549 c - [80]
2550 c - [13]
2551 c - [10]
2552 p - [9]
2553 p + [94]
2554 c - [6]
2555 l + [96]
2556 c - [9]
2557 p - [9]
2558 p - [18]
2559 c - [6]
2560 c - [5]
2561 c - [76]
2562 p + [86]
2563 p - [80]
2564 l + [89]
2565 l + [91]
2566 l + [85]
2567 p - [16]
2568 p - [16]
2569 c - [16]
2570 c - [7]
2571 c - [16]
2572 p - [15]
2573 p + [87]
2574 l + [88]
2575 c - [7]
2576 c - [8]
2577 p - [8]
2578 p - [12]
2579 l + [93]
2580 c - [5]
2581 c - [5]
2582 p - [7]
2583 p + [83]
2584 p - [6]
2585 l + [89]
2586 c - [8]
2587 l + [87]
2588 c - [13]
2589 c - [15]
2590 c - [5]
2591 c - [80]
2592 l + [87]
2593 l + [96]
2594 c - [15]
2595 c - [5]
2596 c - [5]
2597 c - [80]
2598 l + [91]
2599 c - [15]
2600 c - [12]
2601 c - [6]
2602 c - [10]
2603 c - [11]
2604 p + [92]
2605 l + [87]
2606 l + [92]
2607 c - [8]
2608 c - [6]
2609 c - [10]
2610 c - [11]
2611 l + [90]
2612 c - [7]
2613 c - [10]
2614 c - [14]
2615 l + [86]
2616 l + [83]
2617 c - [13]
2618 c - [15]
2619 c - [14]
2620 c - [6]
2621 c - [13]
2622 c - [79]
2623 p - [71]
2624 p + [159]
2625 l + [115]
2626 c - [60]
2627 c - [34]
2628 p + [83]
2629 p - [75]
2630 c - [14]
2631 c - [56]
2632 c - [6]
2633 p - [13]
2634 c - [15]
2635 c - [68]
2636 p - [9]
2637 p - [14]
2638 c - [15]
2639 l + [97]
2640 c - [80]
2641 p - [22]
2642 p - [23]
2643 c - [24]
2644 c - [27]
2645 c - [23]
2646 p - [27]
2647 c - [9]
2648 c - [18]
2649 p - [75]
2650 p - [80]
2651 c - [11]
2652 c - [15]
2653 c - [12]
2654 p - [16]
2655 p - [18]
2656 c - [14]
2657 c - [21]
2658 c - [19]
2659 p - [18]
2660 p - [18]
2661 c - [15]
2662 c - [18]
2663 c - [24]
2664 c - [12]
2665 c - [7]
2666 p - [14]
2667 p - [39]
2668 c - [16]
2669 c - [10]
2670 c - [16]
2671 p - [12]
2672 p - [80]
2673 p - [29]
2674 c - [23]
2675 c - [18]
2676 p - [19]
2677 p - [11]
2678 c - [9]
2679 c - [25]
2680 c - [16]
2681 p - [16]
2682 p - [6]
2683 c - [16]
2684 c - [6]
2685 c - [9]
2686 p - [9]
2687 p - [80]
2688 l + [91]
2689 c - [11]
2690 c - [8]
2691 p - [17]
2692 p + [81]
2693 c - [24]
2694 c - [19]
2695 c - [9]
2696 p - [20]
2697 p - [17]
2698 c - [8]
2699 c - [15]
2700 c - [9]
2701 p - [18]
2702 p - [8]
2703 c - [16]
2704 c - [12]
2705 c - [7]
2706 p - [11]
2707 p - [16]
2708 c - [11]
2709 c - [17]
2710 c - [80]
2711 p - [10]
2712 p - [12]
2713 c - [8]
2714 c - [15]
2715 l + [87]
2716 p - [10]
2717 p + [89]
2718 c - [9]
2719 c - [14]
2720 c - [10]
2721 p - [11]
2722 p - [10]
2723 c - [11]
2724 c - [21]
2725 c - [10]
2726 p - [11]
2727 p - [21]
2728 c - [7]
2729 c - [13]
2730 c - [19]
2731 p - [10]
2732 p - [8]
2733 c - [5]
2734 c - [13]
2735 c - [80]
2736 p - [80]
2737 p - [11]
2738 c - [12]
2739 c - [7]
2740 c - [31]
2741 p - [29]
2742 p - [80]
2743 c - [10]
2744 c - [80]
2745 c - [21]
2746 p - [24]
2747 p - [12]
2748 c - [8]
2749 c - [22]
2750 c - [17]
2751 p - [29]
2752 p - [21]
2753 c - [17]
2754 c - [16]
2755 c - [14]
#
#
# OVR HELP INFORMATION:
#
# [COMBED FRAMES]
#
#   [Individual Frames]
#   FORMAT:  frame_number (mic_value)
#
#   46 (82)
#   104 (94)
#   129 (88)
#   149 (92)
#   217 (99)
#   266 (256)
#   268 (256)
#   270 (256)
#   289 (256)
#   291 (256)
#   293 (256)
#   304 (198)
#   314 (256)
#   316 (256)
#   318 (256)
#   339 (256)
#   341 (256)
#   364 (256)
#   366 (256)
#   368 (256)
#   389 (256)
#   391 (231)
#   393 (256)
#   473 (87)
#   496 (96)
#   510 (86)
#   511 (82)
#   522 (81)
#   523 (82)
#   578 (189)
#   736 (100)
#   911 (91)
#   924 (92)
#   1023 (82)
#   1031 (90)
#   1118 (256)
#   1150 (85)
#   1207 (83)
#   1208 (87)
#   1219 (81)
#   1257 (84)
#   1278 (256)
#   1293 (256)
#   1301 (89)
#   1303 (256)
#   1308 (97)
#   1329 (84)
#   1331 (81)
#   1334 (256)
#   1337 (96)
#   1344 (94)
#   1349 (256)
#   1374 (256)
#   1379 (256)
#   1393 (85)
#   1417 (234)
#   1420 (237)
#   1425 (256)
#   1440 (256)
#   1445 (256)
#   1460 (256)
#   1463 (239)
#   1469 (256)
#   1475 (256)
#   1478 (256)
#   1481 (256)
#   1483 (91)
#   1484 (256)
#   1490 (256)
#   1493 (256)
#   1499 (256)
#   1514 (82)
#   1526 (89)
#   1527 (82)
#   1529 (94)
#   1544 (83)
#   1569 (89)
#   1570 (89)
#   1575 (90)
#   1581 (96)
#   1588 (185)
#   1590 (256)
#   1593 (256)
#   1595 (256)
#   1598 (256)
#   1600 (256)
#   1601 (256)
#   1603 (256)
#   1605 (256)
#   1608 (256)
#   1610 (256)
#   1613 (256)
#   1615 (256)
#   1618 (256)
#   1620 (256)
#   1621 (91)
#   1633 (97)
#   1635 (256)
#   1638 (256)
#   1640 (256)
#   1643 (256)
#   1645 (256)
#   1646 (256)
#   1648 (256)
#   1650 (256)
#   1651 (256)
#   1653 (256)
#   1655 (256)
#   1656 (256)
#   1658 (256)
#   1660 (256)
#   1661 (256)
#   1663 (256)
#   1665 (256)
#   1666 (256)
#   1668 (256)
#   1670 (256)
#   1671 (256)
#   1673 (256)
#   1682 (96)
#   1683 (96)
#   1700 (87)
#   1719 (256)
#   1722 (256)
#   1727 (248)
#   1729 (256)
#   1834 (86)
#   1845 (171)
#   1853 (96)
#   1878 (88)
#   1928 (110)
#   1962 (84)
#   1983 (88)
#   1984 (90)
#   1990 (91)
#   2004 (87)
#   2009 (85)
#   2019 (81)
#   2020 (94)
#   2027 (89)
#   2028 (90)
#   2046 (87)
#   2052 (86)
#   2053 (86)
#   2071 (83)
#   2080 (96)
#   2116 (89)
#   2145 (87)
#   2160 (91)
#   2171 (84)
#   2172 (98)
#   2173 (87)
#   2196 (82)
#   2203 (86)
#   2208 (90)
#   2215 (81)
#   2216 (96)
#   2224 (96)
#   2225 (96)
#   2255 (256)
#   2258 (256)
#   2260 (256)
#   2262 (256)
#   2265 (256)
#   2272 (256)
#   2275 (256)
#   2277 (91)
#   2288 (256)
#   2290 (256)
#   2298 (256)
#   2300 (256)
#   2302 (256)
#   2305 (256)
#   2308 (256)
#   2347 (256)
#   2364 (256)
#   2394 (256)
#   2442 (84)
#   2460 (87)
#   2461 (96)
#   2467 (96)
#   2474 (86)
#   2521 (93)
#   2553 (94)
#   2555 (96)
#   2562 (86)
#   2564 (89)
#   2565 (91)
#   2566 (85)
#   2573 (87)
#   2574 (88)
#   2579 (93)
#   2583 (83)
#   2585 (89)
#   2587 (87)
#   2592 (87)
#   2593 (96)
#   2598 (91)
#   2604 (92)
#   2605 (87)
#   2606 (92)
#   2611 (90)
#   2615 (86)
#   2616 (83)
#   2624 (159)
#   2625 (115)
#   2628 (83)
#   2639 (97)
#   2688 (91)
#   2692 (81)
#   2715 (87)
#   2717 (89)
#
#   [Grouped Ranges Allowing Small Breaks]
#   FORMAT:  frame_start, frame_end (percentage combed)
#
#   266,270 (60.0%)
#   289,318 (23.3%)
#   339,341 (66.7%)
#   364,368 (60.0%)
#   389,393 (60.0%)
#   510,523 (28.6%)
#   911,924 (14.3%)
#   1023,1031 (22.2%)
#   1207,1219 (23.1%)
#   1293,1308 (25.0%)
#   1329,1349 (28.6%)
#   1374,1379 (33.3%)
#   1417,1425 (33.3%)
#   1440,1445 (33.3%)
#   1460,1499 (27.5%)
#   1514,1529 (25.0%)
#   1569,1683 (39.1%)
#   1719,1729 (36.4%)
#   1834,1853 (15.0%)
#   1983,1990 (37.5%)
#   2004,2028 (24.0%)
#   2046,2053 (37.5%)
#   2071,2080 (20.0%)
#   2160,2173 (28.6%)
#   2196,2225 (23.3%)
#   2255,2308 (27.8%)
#   2460,2474 (26.7%)
#   2553,2639 (28.7%)
#   2688,2692 (40.0%)
#   2715,2717 (66.7%)
#
#
# [POSSIBLE MISSED COMBED FRAMES]
#
#   FORMAT:  frame_number (mic_value)
#
#   77 (56)
#   127 (80)
#   220 (42)
#   299 (30)
#   315 (46)
#   324 (40)
#   358 (30)
#   435 (80)
#   498 (72)
#   518 (80)
#   561 (74)
#   571 (74)
#   573 (69)
#   576 (26)
#   621 (35)
#   639 (29)
#   734 (49)
#   755 (26)
#   757 (36)
#   763 (25)
#   938 (39)
#   971 (80)
#   998 (29)
#   1007 (27)
#   1060 (28)
#   1089 (41)
#   1092 (38)
#   1107 (37)
#   1151 (80)
#   1169 (31)
#   1201 (80)
#   1233 (18)
#   1252 (27)
#   1289 (80)
#   1295 (80)
#   1302 (42)
#   1304 (80)
#   1306 (76)
#   1307 (80)
#   1309 (74)
#   1330 (80)
#   1414 (72)
#   1415 (72)
#   1427 (76)
#   1430 (73)
#   1482 (41)
#   1515 (80)
#   1563 (47)
#   1577 (77)
#   1602 (73)
#   1609 (80)
#   1623 (65)
#   1625 (52)
#   1672 (78)
#   1696 (80)
#   1716 (80)
#   1724 (40)
#   1737 (47)
#   1773 (46)
#   1838 (30)
#   1840 (76)
#   1858 (49)
#   1882 (68)
#   1897 (80)
#   1908 (80)
#   1939 (72)
#   1941 (80)
#   1948 (80)
#   1952 (76)
#   1957 (51)
#   1961 (80)
#   1994 (80)
#   1996 (80)
#   2002 (71)
#   2022 (75)
#   2032 (53)
#   2054 (80)
#   2059 (47)
#   2062 (45)
#   2093 (30)
#   2102 (80)
#   2142 (27)
#   2146 (80)
#   2185 (80)
#   2192 (80)
#   2194 (80)
#   2198 (80)
#   2200 (80)
#   2202 (80)
#   2204 (80)
#   2247 (80)
#   2274 (80)
#   2316 (76)
#   2321 (74)
#   2323 (80)
#   2384 (41)
#   2435 (29)
#   2503 (41)
#   2515 (78)
#   2516 (80)
#   2517 (80)
#   2549 (80)
#   2561 (76)
#   2563 (80)
#   2591 (80)
#   2597 (80)
#   2622 (79)
#   2623 (71)
#   2629 (75)
#   2631 (56)
#   2635 (68)
#   2640 (80)
#   2649 (75)
#   2650 (80)
#   2667 (39)
#   2672 (80)
#   2687 (80)
#   2710 (80)
#   2735 (80)
#   2736 (80)
#   2742 (80)
#   2744 (80)
#
#
# [u, b, AND AGAINST ORDER (n) MATCHES]
#
#   FORMAT:  frame_number match  or  range_start,range_end match
#
#   209 u
#   251 u
#   343 u
#   424 u
#   456 u
#   738 u
#   742 u
#   891 u
#   912 u
#   917 u
#   1043 u
#   1146 u
#   1273 n
#   1275 u
#   1283 n
#   1288 n
#   1339 u
#   1369 u
#   1384 u
#   1389 u
#   1394 u
#   1399 u
#   1404 u
#   1409 u
#   1414 u
#   1591 u
#   1596 u
#   1606 u
#   1611 u
#   1616 u
#   1636 u
#   1641 u
#   1730 u
#   1733 u
#   1910 u
#   1942 u
#   1985 u
#   2015 u
#   2017 u
#   2030 u
#   2097 u
#   2103 u
#   2114 u
#   2147 u
#   2174 u
#   2209 u
